Bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
3,1,[1094-1294],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1955,98006,[1152-1402],[9651-10050],[300000-400000)
4,2.5,[1898-2098],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2003,98031,[2156-2406],[5651-6050],[300000-400000)
4,1.75,[1094-1294],[4275-5025],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1944,98117,[1152-1402],[4451-4850],[500000-600000)
5,2.5,[2099-2299],[3524-4274],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[765-915],1916,98103,[1152-1402],[4051-4450],[500000-600000)
4,2.25,[2501-2701],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[765-915],1978,98074,[2658-2908],[13651-14050],[700000-800000)
4,3,[2099-2299],[3524-4274],2,0,Good,Good,Good Quality And Desgin,[1790-2039],[161-311],1908,98119,[1905-2155],[3451-3650],[1300000-1400000)
3,2.5,[1295-1495],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1985,98117,[1403-1653],[3851-4050],[500000-600000)
3,1.5,[1697-1897],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1988,98001,[2156-2406],[8451-8850],[300000-400000)
3,2.5,[1496-1696],[2021-3523],1.5,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[463-613],1928,98117,[1152-1402],[4051-4450],[500000-600000)
5,3,[2702-2902],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],[916-1066],1957,98008,[2407-2657],[9651-10050],[700000-800000)
3,1.75,[1697-1897],[14751-21509],1,0,OK,OK,Good Quality And Desgin,[1790-2039],NoBasement,1948,98146,[2407-2657],[9251-9650],[700000-800000)
4,1.75,[2099-2299],[4275-5025],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],[765-915],1924,98115,[1905-2155],[4451-4850],[600000-700000)
4,2,[1496-1696],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1955,98117,[1654-1904],[2251-2450],[500000-600000)
3,2.5,[1697-1897],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1984,98074,[1403-1653],[8851-9250],[500000-600000)
3,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2007,98056,[2909-3159],[4851-5250],[400000-500000)
3,1.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2014,98108,[1403-1653],[2051-2250],[100000-200000)
2,1,[692-892],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1942,98198,[1654-1904],[7251-7650],[200000-300000)
3,2.5,[2501-2701],[6528-7278],2,0,OK,OK,Good Quality And Desgin,[2540-2789],NoBasement,1981,98144,[1905-2155],[3451-3650],[1400000-1500000)
3,1,[1094-1294],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1954,98133,[1152-1402],[6451-6850],[400000-500000)
2,1,[893-1093],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1960,98033,[1403-1653],[8851-9250],[500000-600000)
3,2.5,[2099-2299],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1994,98045,[1905-2155],[9651-10050],[400000-500000)
4,4.25,[2903-3103],[4275-5025],2,0,Good,Good,Good Quality And Desgin,[1790-2039],[1067-1217],1951,98115,[2407-2657],[9251-9650],[800000-900000)
3,1,[1295-1495],[8781-9531],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],[312-462],1958,98168,[1403-1653],[8451-8850],[200000-300000)
3,1.75,[893-1093],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1968,98178,[901-1151],[9251-9650],[100000-200000)
3,1,[1295-1495],[2021-3523],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1906,98103,[1654-1904],[3851-4050],[700000-800000)
4,1.75,[1898-2098],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[463-613],1964,98024,[2658-2908],[13651-14050],[500000-600000)
4,2.5,[2099-2299],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1985,98008,[1905-2155],[10051-10450],[600000-700000)
4,3,[2501-2701],[4275-5025],1.5,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[765-915],1906,98112,[2156-2406],[4451-4850],[1200000-1300000)
3,1,[893-1093],[2021-3523],2,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1969,98092,[901-1151],[3051-3250],[0-100000)
4,2.5,[2300-2500],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2008,98106,[1654-1904],[3851-4050],[400000-500000)
3,1.5,[1496-1696],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1915,98109,[1905-2155],[3451-3650],[700000-800000)
4,2.5,[2300-2500],[5777-6527],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[765-915],1974,98034,[2156-2406],[6851-7250],[500000-600000)
4,2.25,[1898-2098],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[614-764],1962,98006,[1905-2155],[9651-10050],[500000-600000)
4,3,[3506-3706],[21510-37540],1.5,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1985,98072,[3411-3661],[13651-14050],[900000-1000000)
3,1.75,[1898-2098],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[463-613],1975,98034,[1905-2155],[10451-10850],[400000-500000)
4,2.5,[1898-2098],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2003,98031,[2407-2657],[5251-5650],[300000-400000)
4,1.75,[2300-2500],[5777-6527],1.5,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1911,98109,[1152-1402],[3851-4050],[1400000-1500000)
3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1948,98117,[1403-1653],[8051-8450],[400000-500000)
4,2.5,[2903-3103],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2004,98075,[2909-3159],[5251-5650],[700000-800000)
3,2.25,[1898-2098],[3524-4274],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[463-613],1911,98119,[1905-2155],[3451-3650],[800000-900000)
3,1,[1295-1495],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1942,98003,[1654-1904],[8451-8850],[200000-300000)
4,3.25,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2009,98056,[1403-1653],[9251-9650],[400000-500000)
3,2,[1697-1897],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1959,98166,[1654-1904],[13651-14050],[300000-400000)
6,2.75,[2903-3103],[4275-5025],1.5,0,Very Poor,OK,Average Quality And Design,[2290-2539],[463-613],1916,98103,[1403-1653],[4851-5250],[700000-800000)
3,1.75,[1898-2098],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1956,98004,[2407-2657],[13651-14050],[1200000-1300000)
5,2.25,[2501-2701],[11871-14750],1,0,Poor,OK,Good Quality And Desgin,[1290-1539],[1067-1217],1950,98166,[2407-2657],[13651-14050],[500000-600000)
4,2.75,[3305-3505],[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,[3290-3539],NoBasement,1932,98022,[1403-1653],[7651-8050],[400000-500000)
3,2.5,[2099-2299],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[312-462],2006,98027,[2156-2406],[2251-2450],[500000-600000)
3,1,[1094-1294],[6528-7278],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1977,98030,[1152-1402],[6851-7250],[200000-300000)
4,2.5,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2003,98042,[2909-3159],[5651-6050],[300000-400000)
3,1,[1496-1696],[4275-5025],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1926,98117,[1152-1402],[3851-4050],[700000-800000)
3,1,[893-1093],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],<=160,1919,98115,[1152-1402],[3051-3250],[800000-900000)
3,2.25,[1697-1897],[2021-3523],2,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[463-613],1926,98115,[1403-1653],[3251-3450],[600000-700000)
3,1.5,[1295-1495],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1909,98112,[1152-1402],[4051-4450],[300000-400000)
3,2.5,[2300-2500],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1990,98042,[2407-2657],[13651-14050],[300000-400000)
4,2.25,[1697-1897],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[312-462],1955,98146,[1654-1904],[7651-8050],[300000-400000)
4,2.5,[2300-2500],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2002,98028,[2407-2657],[11251-11650],[500000-600000)
2,1.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2008,98144,[1152-1402],[1051-1250],[300000-400000)
3,1.75,[1094-1294],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1962,98001,[1654-1904],[13651-14050],[100000-200000)
3,2,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1966,98148,[1403-1653],[10451-10850],[200000-300000)
2,1,[692-892],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1941,98103,[901-1151],[4851-5250],[400000-500000)
4,2.5,[2501-2701],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1998,98074,[2407-2657],[4051-4450],[500000-600000)
3,2.5,[1094-1294],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,1999,98059,[1152-1402],[2651-2850],[300000-400000)
3,1.75,[1697-1897],>=54863,1,0,Good,OK,Good Quality And Desgin,[1790-2039],NoBasement,1978,98053,[1905-2155],[13651-14050],[500000-600000)
3,1.75,[2300-2500],[5777-6527],1,0,OK,Good,Good Quality And Desgin,[1290-1539],[765-915],1957,98199,[2407-2657],[7651-8050],[700000-800000)
4,3,[3707-3907],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[1218-1368],2002,98056,[1905-2155],[6851-7250],[400000-500000)
4,1.75,[2099-2299],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[916-1066],1975,98058,[1654-1904],[6851-7250],[300000-400000)
6,3,[4109-4309],[4275-5025],2.5,0,Very Poor,Good,Average Quality And Design,[2790-3039],[1218-1368],1902,98118,[1403-1653],[4851-5250],[600000-700000)
3,2,[1295-1495],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1995,98045,[1152-1402],[9651-10050],[300000-400000)
4,2.5,[2099-2299],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1995,98118,[1654-1904],[6451-6850],[400000-500000)
1,1.75,[893-1093],[10283-11870],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1968,98019,[1403-1653],[8051-8450],[200000-300000)
2,2.5,[1094-1294],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1998,98106,[1152-1402],[1851-2050],[100000-200000)
3,2.5,[2903-3103],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2004,98056,[2909-3159],[7651-8050],[500000-600000)
3,1.75,[1094-1294],[4275-5025],1.5,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],NoBasement,1930,98105,[1905-2155],[3651-3850],[600000-700000)
3,2.5,[2099-2299],[37541-54862],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[1218-1368],1975,98010,[1403-1653],[13651-14050],[300000-400000)
4,2.5,[3104-3304],[6528-7278],2,0,Excellent,OK,Good Quality And Desgin,[2040-2289],[1067-1217],1911,98119,[3160-3410],[6451-6850],[2300000-2400000)
4,1.75,[1898-2098],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[312-462],1977,98028,[1654-1904],[10051-10450],[300000-400000)
4,2.25,[2099-2299],[6528-7278],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1975,98028,[2156-2406],[6851-7250],[500000-600000)
1,1,[893-1093],[10283-11870],1.5,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1929,98115,[1152-1402],[6851-7250],[300000-400000)
4,3.5,[3506-3706],[5777-6527],2.5,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2003,98177,[2156-2406],[6851-7250],[800000-900000)
4,2.25,[1898-2098],[8030-8780],2,0,Very Poor,Excellent,Average Quality And Design,[1790-2039],NoBasement,1962,98133,[1654-1904],[7651-8050],[500000-600000)
4,4.25,[1898-2098],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1940,98116,[1905-2155],[5651-6050],[500000-600000)
4,2.5,[1898-2098],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[463-613],1977,98072,[1403-1653],[12851-13250],[400000-500000)
4,2,[2099-2299],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],[161-311],1945,98115,[1654-1904],[6051-6450],[600000-700000)
2,1,[1094-1294],[21510-37540],1,0,Poor,OK,Bad Quality And Design,[790-1039],[161-311],1943,98070,[1905-2155],[13651-14050],[300000-400000)
5,2.5,[3506-3706],[8781-9531],1.5,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1973,98052,[2156-2406],[9251-9650],[700000-800000)
3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2000,98065,[1905-2155],[4851-5250],[300000-400000)
4,2.25,[2300-2500],[21510-37540],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1977,98072,>=3913,[13651-14050],[700000-800000)
4,2,[2501-2701],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],[614-764],1947,98115,[1152-1402],[7651-8050],[600000-700000)
3,1.5,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1962,98125,[1403-1653],[5251-5650],[300000-400000)
4,2,[2099-2299],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],[463-613],1909,98122,[1152-1402],[3251-3450],[600000-700000)
4,2.5,[3104-3304],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[1218-1368],1977,98006,[2658-2908],[10051-10450],[800000-900000)
3,3,[3506-3706],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[1520-1670],2000,98117,[2156-2406],[11651-12050],[1100000-1200000)
3,1,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1960,98056,[1152-1402],[8851-9250],[200000-300000)
3,1.75,[1094-1294],[37541-54862],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1978,98053,[1905-2155],[13651-14050],[300000-400000)
5,2.5,[1898-2098],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[463-613],1969,98058,[1654-1904],[7251-7650],[200000-300000)
4,2.75,[2903-3103],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2010,98052,[2909-3159],[4851-5250],[800000-900000)
3,1.5,[1697-1897],[4275-5025],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[463-613],1915,98107,[1654-1904],[4851-5250],[700000-800000)
3,1.5,[893-1093],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1968,98056,[1152-1402],[7251-7650],[200000-300000)
3,2.5,[3104-3304],[37541-54862],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[3040-3289],NoBasement,1910,98070,[2156-2406],[13651-14050],[600000-700000)
4,2.25,[2300-2500],[37541-54862],1,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1957,98007,[2658-2908],[13651-14050],[900000-1000000)
3,3.5,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2006,98122,[1403-1653],[1051-1250],[500000-600000)
3,3.5,[1496-1696],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[312-462],2006,98117,[1403-1653],[4051-4450],[400000-500000)
4,2.5,[2702-2902],[21510-37540],2,0,Very Poor,Good,Good Quality And Desgin,[2790-3039],NoBasement,1989,98056,[2407-2657],[12451-12850],[600000-700000)
3,1,[1094-1294],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1909,98106,[1152-1402],[3651-3850],[300000-400000)
2,2.75,[1295-1495],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],2006,98112,[1403-1653],[1651-1850],[400000-500000)
4,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2010,98038,[1403-1653],[3851-4050],[300000-400000)
4,2.5,[3707-3907],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2003,98029,[2909-3159],[7251-7650],[800000-900000)
2,2.25,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2009,98117,[1152-1402],[1251-1450],[500000-600000)
4,2.25,[2702-2902],[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1976,98074,[2658-2908],[12051-12450],[600000-700000)
2,1.75,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1951,98115,[1654-1904],[8051-8450],[300000-400000)
3,1.75,[1898-2098],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1948,98106,[901-1151],[7251-7650],[300000-400000)
3,1.5,[2099-2299],[5777-6527],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[2040-2289],NoBasement,1916,98144,[2658-2908],[6051-6450],[700000-800000)
4,2.5,[3305-3505],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2010,98065,[3160-3410],[5251-5650],[700000-800000)
4,1.5,[1295-1495],[5777-6527],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],[161-311],1945,98115,[1403-1653],[6051-6450],[500000-600000)
3,1,[893-1093],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1971,98198,[1403-1653],[8451-8850],[200000-300000)
3,1.75,[2099-2299],[5777-6527],1.5,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1920,98002,[1403-1653],[5651-6050],[200000-300000)
4,2.5,[2501-2701],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1991,98058,[2407-2657],[8451-8850],[300000-400000)
5,3.5,>=4511,[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],[1369-1519],2007,98006,[3160-3410],[9251-9650],[800000-900000)
4,2.5,[2300-2500],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1998,98092,[2407-2657],[6051-6450],[200000-300000)
3,2,[1496-1696],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1950,98118,[2407-2657],[6851-7250],[300000-400000)
2,2.5,[2501-2701],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2006,98053,[2156-2406],[6851-7250],[900000-1000000)
3,2.75,[3506-3706],>=54863,1.5,1,Good,OK,Good Quality And Desgin,[3040-3289],[463-613],1918,98023,[2407-2657],[13651-14050],[400000-500000)
4,2.5,[1898-2098],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1996,98028,[2156-2406],[6851-7250],[500000-600000)
3,2.5,[1898-2098],[2021-3523],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],[916-1066],1910,98118,[1654-1904],[2851-3050],[400000-500000)
4,2.5,[2903-3103],[21510-37540],2,0,Good,OK,Good Quality And Desgin,[2790-3039],NoBasement,1999,98059,[3662-3912],[13651-14050],[700000-800000)
4,2.5,[1898-2098],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1965,98198,[1654-1904],[7651-8050],[200000-300000)
2,1.5,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],<=160,2000,98107,[1403-1653],[1251-1450],[400000-500000)
3,2.5,[1496-1696],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1987,98003,[1403-1653],[4851-5250],[200000-300000)
4,2,[1496-1696],[4275-5025],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1909,98103,[1654-1904],[3851-4050],[600000-700000)
5,2.25,[2099-2299],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1067-1217],1963,98023,[1654-1904],[9651-10050],[200000-300000)
3,1,[1295-1495],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1937,98115,[1654-1904],[7651-8050],[500000-600000)
2,1,[1295-1495],[6528-7278],1,0,OK,OK,Average Quality And Design,[1040-1289],[161-311],1948,98115,[1905-2155],[6851-7250],[500000-600000)
3,2.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],<=160,2003,98102,[1403-1653],[1251-1450],[600000-700000)
4,1.75,[2300-2500],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[916-1066],1952,98004,[1654-1904],[7251-7650],[800000-900000)
3,1.5,[1697-1897],[8030-8780],1.5,0,Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1910,98116,[1905-2155],[5651-6050],[500000-600000)
2,1,[692-892],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1944,98178,[1152-1402],[6851-7250],[100000-200000)
4,2.5,[2903-3103],[10283-11870],2,0,Very Poor,Good,Good Quality And Desgin,[2790-3039],NoBasement,1991,98059,[2909-3159],[10451-10850],[700000-800000)
4,1.5,[1697-1897],[10283-11870],1.5,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1950,98177,[1654-1904],[9651-10050],[400000-500000)
2,1,[1094-1294],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1947,98133,[1403-1653],[8851-9250],[400000-500000)
3,2,[1295-1495],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1983,98198,[1403-1653],[7251-7650],[200000-300000)
5,3.25,[3908-4108],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],[765-915],2010,98004,[3411-3661],[5651-6050],[1400000-1500000)
4,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2009,98058,[1905-2155],[3851-4050],[300000-400000)
3,2.25,[2099-2299],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1979,98028,[1654-1904],[12451-12850],[400000-500000)
3,2.25,[1697-1897],[11871-14750],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[463-613],1962,98155,[1654-1904],[12851-13250],[400000-500000)
3,2.25,[1496-1696],[11871-14750],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[463-613],1982,98178,[1905-2155],[9251-9650],[300000-400000)
3,1.5,[1898-2098],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],[161-311],1960,98032,[1152-1402],[8451-8850],[200000-300000)
2,1,<=691,[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1943,98178,[1403-1653],[6451-6850],[100000-200000)
1,0.75,<=691,[5026-5776],1,0,Very Poor,Poor,Bad Quality And Design,<=539,NoBasement,1912,98014,[1152-1402],[7251-7650],[0-100000)
4,3.25,>=4511,[37541-54862],2,0,Very Poor,Excellent,Good Quality And Desgin,[3540-3789],[1218-1368],1978,98027,[2909-3159],[13651-14050],[900000-1000000)
4,2.25,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1985,98074,[2156-2406],[8451-8850],[600000-700000)
3,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[540-789],[161-311],1948,98168,[1152-1402],[5651-6050],[200000-300000)
4,2.75,[2099-2299],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1962,98011,[1654-1904],[10051-10450],[400000-500000)
3,2,[1697-1897],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1964,98148,[1905-2155],[8051-8450],[200000-300000)
2,1,[893-1093],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],[161-311],1943,98168,[1152-1402],[12451-12850],[200000-300000)
4,4,>=4511,>=54863,2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,2006,98027,>=3913,[13651-14050],[2700000-2800000)
2,1,[893-1093],>=54863,1,0,OK,Excellent,Bad Quality And Design,[790-1039],NoBasement,1925,98022,[1654-1904],[13651-14050],[300000-400000)
4,4,>=4511,[11871-14750],2,0,OK,OK,Very High Quality and Design,>=4290,[1369-1519],2000,98033,[2156-2406],[8851-9250],[2300000-2400000)
4,2.5,[2501-2701],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[916-1066],1978,98011,[2407-2657],[8851-9250],[400000-500000)
4,2.5,[2300-2500],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1984,98027,[1905-2155],[9251-9650],[500000-600000)
3,1.75,[2099-2299],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1963,98178,[1905-2155],[9651-10050],[200000-300000)
3,1,[1496-1696],[21510-37540],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1949,98125,[1403-1653],[6851-7250],[1000000-1100000)
4,2.5,[1697-1897],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1987,98001,[1152-1402],[8051-8450],[200000-300000)
3,2.25,[1094-1294],[9532-10282],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1986,98028,[2658-2908],[5651-6050],[300000-400000)
3,1,[1094-1294],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1948,98028,[1654-1904],[10851-11250],[200000-300000)
3,2.25,[1295-1495],[6528-7278],2,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1989,98038,[1403-1653],[7251-7650],[200000-300000)
3,1.5,[1496-1696],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1972,98045,[1654-1904],[12051-12450],[400000-500000)
