pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
9818,1423400225,2,1,[893-1093],[8781-9531],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1959,98058,[901-1151],[8851-9250],[200000-300000)
9819,1531000140,4,2.5,[3305-3505],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2004,98010,[3160-3410],[13651-14050],[600000-700000)
9820,7212660960,3,2.5,[1697-1897],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1994,98003,[1905-2155],[7251-7650],[200000-300000)
9821,7224000545,4,3,[2099-2299],[4275-5025],1.5,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1930,98055,[901-1151],[4451-4850],[300000-400000)
9822,7972000240,3,1.75,[1496-1696],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1969,98023,[1403-1653],[9651-10050],[200000-300000)
9823,522079015,3,2,[2300-2500],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[765-915],1975,98038,[2156-2406],[13651-14050],[600000-700000)
9824,301401630,4,2.75,[2300-2500],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2014,98002,[2407-2657],[3851-4050],[300000-400000)
9825,4232902335,5,4,[2702-2902],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[312-462],1974,98119,[1403-1653],[3451-3650],[1200000-1300000)
9826,9558010190,4,2.5,[1898-2098],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2003,98058,[1905-2155],[4451-4850],[300000-400000)
9827,7883607645,1,1,[692-892],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1940,98108,[901-1151],[5651-6050],[100000-200000)
9828,1392800035,2,1,[1094-1294],[5777-6527],1,0,Poor,Good,Average Quality And Design,[1040-1289],[161-311],1938,98126,[1152-1402],[6051-6450],[500000-600000)
9829,3869900139,3,2.25,[1496-1696],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2014,98136,[1403-1653],[1251-1450],[400000-500000)
9830,3649100473,3,1.5,[1295-1495],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1963,98028,[1905-2155],[9251-9650],[300000-400000)
9831,1560930450,3,2.5,[2903-3103],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1990,98038,[3411-3661],[13651-14050],[500000-600000)
9832,5013500400,4,1,[1295-1495],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1950,98116,[1152-1402],[6451-6850],[400000-500000)
9833,3760500475,4,2.75,[2702-2902],[14751-21509],1,0,OK,OK,Good Quality And Desgin,[1540-1789],[1067-1217],1981,98034,[2658-2908],[13651-14050],[900000-1000000)
9834,2871000400,4,2.5,[3104-3304],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2004,98052,[3160-3410],[6451-6850],[700000-800000)
9835,6819100150,3,2,[1697-1897],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[614-764],1923,98119,[1152-1402],[3451-3650],[600000-700000)
9836,3288200710,3,2,[1496-1696],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1967,98034,[1905-2155],[8451-8850],[400000-500000)
9837,1657530450,3,2.5,[1697-1897],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2004,98059,[1654-1904],[1851-2050],[200000-300000)
9838,518500610,3,2.75,[2501-2701],[3524-4274],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[916-1066],2013,98056,[2407-2657],[3651-3850],[700000-800000)
9839,3586501135,3,2.25,[2099-2299],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[312-462],1975,98177,[2407-2657],[13651-14050],[600000-700000)
9840,7504400120,4,1.75,[2501-2701],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[614-764],1978,98074,[2156-2406],[12051-12450],[400000-500000)
9841,2597520900,3,2.5,[2501-2701],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[765-915],1988,98006,[2658-2908],[9651-10050],[700000-800000)
9842,5151900110,3,1.5,[1496-1696],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1960,98003,[1905-2155],[12051-12450],[300000-400000)
9843,3276980120,3,2.25,[1697-1897],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[312-462],1987,98031,[1654-1904],[8051-8450],[200000-300000)
9844,3630120700,3,3.25,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2007,98029,[2909-3159],[4851-5250],[700000-800000)
9845,8032700175,4,1,[1496-1696],[1270-2020],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1906,98103,[1403-1653],[1451-1650],[400000-500000)
9846,7805450110,4,2.5,[2099-2299],[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1988,98006,[2909-3159],[13651-14050],[700000-800000)
9847,191100045,4,2,[2300-2500],[8781-9531],2,0,Very Poor,Excellent,Good Quality And Desgin,[2290-2539],NoBasement,1968,98040,[2658-2908],[9251-9650],[900000-1000000)
9848,871000155,3,1,[1496-1696],[5026-5776],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[312-462],1953,98199,[1403-1653],[4851-5250],[600000-700000)
9849,7633400110,3,1.5,[1898-2098],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],[161-311],1960,98032,[1152-1402],[8451-8850],[200000-300000)
9850,3756100160,3,2.75,[2702-2902],[9532-10282],1,0,Poor,Excellent,Good Quality And Desgin,[1540-1789],[1067-1217],1962,98033,[2407-2657],[9651-10050],[600000-700000)
9851,8155750010,3,2,[1094-1294],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1998,98030,[1654-1904],[7251-7650],[200000-300000)
9852,9358002375,6,3,[2099-2299],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,1980,98126,[1152-1402],[3051-3250],[400000-500000)
9853,8559300120,5,3.5,[2702-2902],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2012,98055,[2407-2657],[5251-5650],[400000-500000)
9854,1702901500,2,1,[893-1093],[6528-7278],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1910,98118,[1152-1402],[5251-5650],[300000-400000)
9855,1344300090,3,1.5,[1295-1495],[2021-3523],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1928,98112,[1905-2155],[4051-4450],[800000-900000)
9856,5423600040,3,2.5,[1898-2098],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1987,98052,[1905-2155],[10051-10450],[500000-600000)
9857,7852010940,3,2.5,[2300-2500],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1998,98065,[2407-2657],[5651-6050],[500000-600000)
9858,7504180130,3,2.25,[1697-1897],[14751-21509],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1989,98074,[1654-1904],[13651-14050],[400000-500000)
9859,9406520290,3,2.25,[1496-1696],[11871-14750],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1996,98038,[1654-1904],[8451-8850],[300000-400000)
9860,9828701605,3,2.5,[1697-1897],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[463-613],1995,98112,[1654-1904],[3051-3250],[500000-600000)
9861,6145601510,3,1,[893-1093],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],<=160,1928,98133,[901-1151],[3851-4050],[400000-500000)
9862,6084600330,3,1.75,[1496-1696],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[312-462],1985,98001,[1403-1653],[6851-7250],[200000-300000)
9863,2205700470,5,4.25,[3908-4108],[10283-11870],2,0,Very Poor,OK,Average Quality And Design,[3790-4039],NoBasement,1955,98006,[1152-1402],[9651-10050],[600000-700000)
9864,7853321110,3,2.5,[1898-2098],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2007,98065,[2156-2406],[5651-6050],[400000-500000)
9865,7877400245,3,1,[893-1093],[10283-11870],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1962,98002,[901-1151],[10451-10850],[100000-200000)
9866,6209000165,4,1.75,[2099-2299],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[2290-2539],NoBasement,1936,98146,[1152-1402],[8051-8450],[200000-300000)
9867,1525059074,4,1,[2300-2500],[21510-37540],1.5,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,1955,98005,[2658-2908],[13651-14050],[800000-900000)
9868,1073100065,3,1,[1295-1495],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1953,98133,[1403-1653],[8051-8450],[300000-400000)
9869,952000495,4,2.5,[2300-2500],[5026-5776],1.5,0,OK,Excellent,Average Quality And Design,[1540-1789],[765-915],1926,98126,[1654-1904],[5651-6050],[500000-600000)
9870,7853430660,5,3.25,[3908-4108],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],[765-915],2014,98065,[2658-2908],[4451-4850],[600000-700000)
9871,8700100010,3,2.5,[2300-2500],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,1992,98030,[1654-1904],[6051-6450],[300000-400000)
9872,2935400100,3,1.75,[1898-2098],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[614-764],1984,98052,[1654-1904],[8451-8850],[600000-700000)
9873,3881900605,2,1,[893-1093],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1941,98144,[1403-1653],[5251-5650],[400000-500000)
9874,3296900280,3,2.5,[1697-1897],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1993,98019,[2407-2657],[13651-14050],[400000-500000)
9875,3845100140,3,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2013,98092,[2407-2657],[4451-4850],[300000-400000)
9876,6303401150,2,1,[692-892],[8030-8780],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1942,98146,[901-1151],[8051-8450],[100000-200000)
9877,8651710430,4,2.25,[1898-2098],[7279-8029],2,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1977,98034,[1905-2155],[7651-8050],[400000-500000)
9878,1726069084,4,1.75,[1697-1897],[21510-37540],2,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1961,98077,[2658-2908],[13651-14050],[400000-500000)
9879,2726049169,3,1.75,[1496-1696],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1970,98125,[1905-2155],[7651-8050],[600000-700000)
9880,1193000190,4,1.75,[2501-2701],[5777-6527],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[614-764],1941,98199,[1654-1904],[6051-6450],[700000-800000)
9881,6046400465,3,1,[1295-1495],[5026-5776],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1938,98103,[1152-1402],[4851-5250],[300000-400000)
9882,7972601445,4,2.25,[2501-2701],[7279-8029],2,0,OK,Good,Good Quality And Desgin,[2540-2789],NoBasement,1996,98106,[2407-2657],[7251-7650],[400000-500000)
9883,464001025,4,3.5,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[765-915],2003,98117,[1905-2155],[6451-6850],[700000-800000)
9884,3830620300,3,1,[1496-1696],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1978,98030,[1403-1653],[8851-9250],[200000-300000)
9885,1796380310,3,2,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1990,98042,[1152-1402],[8051-8450],[200000-300000)
9886,2887970040,2,2.5,[1697-1897],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1999,98042,[1654-1904],[4051-4450],[200000-300000)
9887,2212900920,4,1.75,[1496-1696],[9532-10282],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1969,98042,[1152-1402],[9651-10050],[200000-300000)
9888,5450300195,4,2.75,[1898-2098],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1949,98040,[1905-2155],[13251-13650],[800000-900000)
9889,3840700205,3,1,[1295-1495],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1979,98034,[1403-1653],[9251-9650],[400000-500000)
9890,7504021310,3,2.5,[2903-3103],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1067-1217],1995,98074,[2909-3159],[11651-12050],[500000-600000)
9891,8825900855,4,1.75,[2501-2701],[2021-3523],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[463-613],1917,98115,[1905-2155],[4051-4450],[800000-900000)
9892,868000415,3,2,[1496-1696],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1945,98177,[1654-1904],[6851-7250],[600000-700000)
9893,7805450810,3,2.25,[2903-3103],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1983,98006,[2909-3159],[11251-11650],[800000-900000)
9894,2769601250,2,1,[1295-1495],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1924,98107,[1403-1653],[3851-4050],[500000-600000)
9895,9268200300,3,1,[1898-2098],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[765-915],1946,98117,[1403-1653],[4851-5250],[400000-500000)
9896,993000308,3,2,[1094-1294],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2006,98103,[1152-1402],[1251-1450],[400000-500000)
9897,8687800100,3,1.75,[1697-1897],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1962,98168,[1654-1904],[12851-13250],[200000-300000)
9898,7555200230,4,2.75,[2501-2701],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[765-915],1972,98033,[2407-2657],[9251-9650],[600000-700000)
9899,1773101050,3,1,[893-1093],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1968,98106,[901-1151],[4451-4850],[200000-300000)
9900,7853301390,4,4,[3908-4108],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2007,98065,>=3913,[7651-8050],[600000-700000)
9901,7852180260,3,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2004,98065,[2156-2406],[4451-4850],[400000-500000)
9902,5160300030,4,1.75,[1697-1897],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[161-311],1978,98005,[1905-2155],[10051-10450],[600000-700000)
9903,2621750350,3,2.5,[1898-2098],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1998,98042,[2407-2657],[8851-9250],[300000-400000)
9904,9406500350,2,1.5,[893-1093],<=1269,2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1990,98028,[901-1151],[1251-1450],[200000-300000)
9905,5649300160,3,1.75,[1898-2098],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[312-462],1981,98052,[2909-3159],[13651-14050],[500000-600000)
9906,7518503685,2,1,[692-892],[5026-5776],1,0,Very Poor,Excellent,Average Quality And Design,[540-789],NoBasement,1905,98117,[1403-1653],[4851-5250],[400000-500000)
9907,42000130,5,4.5,[4310-4510],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,>=4290,NoBasement,2012,98168,[2658-2908],[10051-10450],[600000-700000)
9908,2023049218,2,1,[893-1093],[7279-8029],1,0,Very Poor,Very Poor,Bad Quality And Design,[790-1039],NoBasement,1932,98148,[1403-1653],[8451-8850],[400000-500000)
9909,3756900027,8,3,[3707-3907],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[2290-2539],[1218-1368],1961,98034,[1152-1402],[8051-8450],[500000-600000)
9910,7885800290,4,2.5,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2003,98042,[2909-3159],[5651-6050],[300000-400000)
9911,5104540360,4,2.5,[3305-3505],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2006,98038,[3160-3410],[6851-7250],[600000-700000)
9912,6649250410,4,2.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1988,98001,[2407-2657],[8851-9250],[300000-400000)
9913,8731980440,5,2.5,[2300-2500],[7279-8029],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[765-915],1976,98023,[2156-2406],[7651-8050],[300000-400000)
9914,7434500127,3,2.25,[2099-2299],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[765-915],1979,98125,[1152-1402],[6051-6450],[500000-600000)
9915,6021501920,3,2.25,[2300-2500],[5026-5776],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1067-1217],1939,98117,[1403-1653],[4451-4850],[600000-700000)
9916,3342700465,3,1.5,[2702-2902],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[1218-1368],1951,98056,[2156-2406],[9651-10050],[200000-300000)
9917,6169901085,4,2.5,[3104-3304],[3524-4274],3,0,Good,Good,Good Quality And Desgin,[2540-2789],[463-613],1997,98119,[2407-2657],[4051-4450],[1400000-1500000)
9918,1024069215,5,4.25,[4109-4309],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[4040-4289],NoBasement,2014,98075,[3160-3410],[13651-14050],[1200000-1300000)
9919,1925059254,5,4,>=4511,[14751-21509],2,0,Very Poor,OK,Very High Quality and Design,>=4290,>= 1671,2007,98004,>=3913,[13651-14050],[3000000-3100000)
9920,8021700495,3,3,[1496-1696],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2009,98103,[1403-1653],[4451-4850],[500000-600000)
9921,8001210120,4,2.5,[1898-2098],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1978,98001,[1905-2155],[7251-7650],[200000-300000)
9922,7977201709,3,1.75,[1496-1696],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1992,98115,[1654-1904],[4051-4450],[400000-500000)
9923,2549000020,3,2.5,[1898-2098],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1988,98024,[1654-1904],[13651-14050],[400000-500000)
9924,263000359,3,2.25,[1295-1495],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2005,98103,[1152-1402],[1251-1450],[300000-400000)
9925,3438500036,5,3.75,[2300-2500],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[916-1066],2008,98106,[1905-2155],[10451-10850],[500000-600000)
9926,7923700020,4,2,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1960,98007,[1403-1653],[8451-8850],[400000-500000)
9927,3584000310,3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1968,98003,[1152-1402],[8451-8850],[200000-300000)
9928,6817750440,4,2.5,[1898-2098],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2009,98055,[1654-1904],[3051-3250],[300000-400000)
9929,259000240,3,1.75,[2099-2299],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1961,98177,[2156-2406],[7251-7650],[500000-600000)
9930,2826079027,3,2.5,[2903-3103],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2007,98019,[2156-2406],[13651-14050],[600000-700000)
9931,4045100075,4,4.25,>=4511,[14751-21509],2,0,OK,OK,Very High Quality and Design,[3040-3289],>= 1671,1999,98040,[3411-3661],[13651-14050],[2400000-2500000)
9932,3416601021,4,1,[1898-2098],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1907,98144,[1654-1904],[4051-4450],[500000-600000)
9933,1125079111,4,5.5,>=4511,>=54863,2,0,OK,OK,Very High Quality and Design,>=4290,NoBasement,2008,98014,[1152-1402],[13651-14050],[1600000-1700000)
9934,2597490300,3,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2012,98029,[2156-2406],[3851-4050],[700000-800000)
9935,2325059101,3,1.75,[1295-1495],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1959,98008,[1654-1904],[10051-10450],[400000-500000)
9936,7338220120,4,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2006,98002,[1905-2155],[3651-3850],[200000-300000)
9937,4345000090,3,2.5,[1295-1495],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1994,98030,[1152-1402],[6851-7250],[200000-300000)
9938,1081200360,3,1.75,[1697-1897],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1968,98059,[1654-1904],[10851-11250],[200000-300000)
9939,1133000100,5,1.5,[1898-2098],[9532-10282],1.5,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1940,98125,[1654-1904],[7651-8050],[500000-600000)
9940,7504020970,4,2.25,[3104-3304],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1978,98074,[2909-3159],[12051-12450],[600000-700000)
9941,4311700120,3,1,[692-892],[14751-21509],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1970,98042,[901-1151],[10851-11250],[100000-200000)
9942,2126049277,3,1.75,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1972,98125,[1654-1904],[8051-8450],[500000-600000)
9943,1545805490,3,2,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1987,98038,[1403-1653],[7251-7650],[100000-200000)
9944,1257201130,4,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2002,98103,[1905-2155],[3451-3650],[1000000-1100000)
9945,1049010050,3,2,[1094-1294],[6528-7278],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1972,98034,[1403-1653],[5651-6050],[300000-400000)
9946,1245001763,4,2.5,[2099-2299],[7279-8029],2,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1977,98033,[2156-2406],[8451-8850],[600000-700000)
9947,2225039103,3,3,[2300-2500],[5026-5776],2,0,Good,OK,Good Quality And Desgin,[1540-1789],[614-764],1950,98199,[2909-3159],[5651-6050],[1300000-1400000)
9948,8085400055,4,2.5,[3908-4108],[14751-21509],1,0,Poor,OK,Good Quality And Desgin,[2290-2539],[1369-1519],1968,98004,>=3913,[13651-14050],[1500000-1600000)
9949,1246700152,3,1.5,[1496-1696],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1961,98033,[1403-1653],[9651-10050],[300000-400000)
9950,4338800500,3,2,[1094-1294],[6528-7278],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1944,98166,[1152-1402],[7251-7650],[200000-300000)
9951,2734100732,3,3.5,[1295-1495],<=1269,2,0,Very Poor,OK,Average Quality And Design,[1290-1539],[161-311],2007,98109,[901-1151],[1851-2050],[200000-300000)
9952,5104530810,4,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2005,98038,[2156-2406],[4451-4850],[300000-400000)
9953,4321200970,3,2,[2099-2299],[4275-5025],1.5,0,OK,Good,Good Quality And Desgin,[1540-1789],[463-613],1930,98126,[1654-1904],[4851-5250],[500000-600000)
9954,1868901690,3,1.75,[1898-2098],[4275-5025],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],[161-311],1924,98115,[1654-1904],[4851-5250],[600000-700000)
9955,7852130080,3,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2540-2789],NoBasement,2002,98065,[2156-2406],[4451-4850],[400000-500000)
9956,7983000200,3,1,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1968,98003,[1152-1402],[7651-8050],[100000-200000)
9957,2206700070,3,1,[1094-1294],[9532-10282],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1955,98006,[1654-1904],[9651-10050],[400000-500000)
9958,3630200430,3,2.75,[2300-2500],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2007,98029,[2407-2657],[3451-3650],[700000-800000)
9959,5318101075,3,1.75,[2300-2500],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1218-1368],1938,98112,[2658-2908],[4451-4850],[900000-1000000)
9960,4427100025,3,1.5,[1496-1696],[5777-6527],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1953,98125,[1403-1653],[6051-6450],[200000-300000)
9961,4298100060,4,2.25,[2300-2500],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1993,98077,[2658-2908],[13651-14050],[500000-600000)
9962,8692800025,5,2,[1697-1897],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1956,98108,[1905-2155],[6851-7250],[300000-400000)
9963,2979800750,2,1,[1094-1294],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],<=160,1924,98115,[1403-1653],[4051-4450],[500000-600000)
9964,2203500570,4,1.75,[1697-1897],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[765-915],1954,98006,[1403-1653],[10851-11250],[400000-500000)
9965,8163000020,5,3,[2099-2299],[14751-21509],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1963,98027,[1905-2155],[13651-14050],[800000-900000)
9966,3034200087,5,3,[2903-3103],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2008,98133,[2156-2406],[7651-8050],[600000-700000)
9967,4141010050,3,2.5,[3104-3304],[11871-14750],2,0,Very Poor,OK,Very High Quality and Design,[3040-3289],NoBasement,1987,98040,[3411-3661],[12051-12450],[1200000-1300000)
9968,2663000050,4,1,[1496-1696],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1920,98102,[1403-1653],[3851-4050],[500000-600000)
9969,7338402160,4,1.75,[1697-1897],[4275-5025],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[765-915],1903,98108,[1654-1904],[4851-5250],[300000-400000)
9970,3888100226,3,1.75,[3506-3706],[8030-8780],2,0,Very Poor,Good,Bad Quality And Design,[2290-2539],[1067-1217],1948,98033,[2156-2406],[8051-8450],[400000-500000)
