Int32,String,DateTime,Double,Int32,Double,String,String,Double,Boolean,String,String,String,String,String,Int32,String,String,String,String
14550,1682000350,20140708T000000,148226,3,1,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1968,98092,[1403-1653],[7651-8050],[100000-200000)
14551,3530400080,20141226T000000,255000,2,2,[1295-1495],[5026-5776],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1974,98198,[1152-1402],[5251-5650],[200000-300000)
14552,7131300035,20140512T000000,210000,3,2.5,[893-1093],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[540-789],[312-462],2004,98118,[1403-1653],[4851-5250],[200000-300000)
14553,8562750250,20140704T000000,600000,3,2.5,[2300-2500],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2003,98027,[2407-2657],[3851-4050],[600000-700000)
14554,1822350070,20150202T000000,455000,3,1.5,[1295-1495],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1986,98034,[1403-1653],[8051-8450],[400000-500000)
14555,2624049117,20140903T000000,425000,3,1,[1496-1696],[3524-4274],1.5,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1926,98118,[1403-1653],[4851-5250],[400000-500000)
14556,7941130140,20150217T000000,319000,3,2.25,[1094-1294],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1986,98034,[1152-1402],[2051-2250],[300000-400000)
14557,3438501450,20150507T000000,382000,2,1,[692-892],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1937,98106,[1152-1402],[7651-8050],[300000-400000)
14558,7811220070,20140910T000000,490000,3,1.75,[1496-1696],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1984,98005,[2658-2908],[10451-10850],[400000-500000)
14559,1432400490,20150401T000000,145600,3,1,[1094-1294],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1958,98058,[1152-1402],[7251-7650],[100000-200000)
14560,5035300750,20140731T000000,850000,3,1.75,[2300-2500],[8030-8780],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[1067-1217],1940,98199,[2156-2406],[5651-6050],[800000-900000)
14561,825059178,20140923T000000,2.57E+06,4,3.75,[4310-4510],[14751-21509],2,1,Excellent,OK,Very High Quality and Design,[2540-2789],>= 1671,1999,98033,>=3913,[4851-5250],[2500000-2600000)
14562,6821102358,20150224T000000,540000,3,2.25,[1496-1696],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[312-462],2002,98199,[1403-1653],[1451-1650],[500000-600000)
14563,2626119028,20150323T000000,160000,3,1,[1094-1294],[2021-3523],1.5,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1910,98014,[901-1151],[4451-4850],[100000-200000)
14564,2220069003,20150223T000000,425000,3,2.75,[1295-1495],>=54863,1,0,OK,Good,Average Quality And Design,[1040-1289],[161-311],1955,98022,[1654-1904],[13651-14050],[400000-500000)
14565,3701900085,20140805T000000,169000,3,1.5,[1496-1696],[5777-6527],1.5,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1931,98022,[1152-1402],[6051-6450],[100000-200000)
14566,7952800010,20140519T000000,475000,4,2.5,[2903-3103],[9532-10282],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1218-1368],1968,98133,[1403-1653],[8051-8450],[400000-500000)
14567,9523100731,20140930T000000,580000,3,2.5,[1496-1696],<=1269,3,0,Excellent,OK,Good Quality And Desgin,[1290-1539],<=160,2008,98103,[1403-1653],[1451-1650],[500000-600000)
14568,9237800100,20150204T000000,580000,3,2.25,[1496-1696],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[312-462],1987,98052,[1654-1904],[9251-9650],[500000-600000)
14569,6623400090,20150421T000000,222000,2,1,[1496-1696],[37541-54862],1,0,Very Poor,OK,Bad Quality And Design,[1540-1789],NoBasement,1947,98055,[1152-1402],[13651-14050],[200000-300000)
14570,8085400586,20141101T000000,1.75E+06,4,2.75,[3506-3706],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2014,98004,[3411-3661],[12451-12850],[1700000-1800000)
14571,5379805475,20140609T000000,234999,3,1,[1295-1495],[8781-9531],1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1948,98188,[1152-1402],[8851-9250],[200000-300000)
14572,9407000990,20141010T000000,239900,2,1,[893-1093],[8781-9531],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1983,98045,[1403-1653],[9251-9650],[200000-300000)
14573,2597650660,20141013T000000,775000,4,2.5,[3104-3304],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1988,98027,[2909-3159],[13651-14050],[700000-800000)
14574,9183702251,20141211T000000,280000,3,1,[1094-1294],[8781-9531],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1954,98030,[1403-1653],[9651-10050],[200000-300000)
14575,2460900010,20140924T000000,364000,2,2.25,[1094-1294],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1992,98144,[1152-1402],[3851-4050],[300000-400000)
14576,1387300940,20150429T000000,441000,3,1.5,[1496-1696],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1968,98011,[1403-1653],[7251-7650],[400000-500000)
14577,3121500340,20140712T000000,690000,4,2.5,[2702-2902],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1992,98053,[2658-2908],[13651-14050],[600000-700000)
14578,9126100850,20141120T000000,534000,5,2,[2099-2299],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1992,98122,[1654-1904],[1651-1850],[500000-600000)
14579,1233100710,20150416T000000,909950,5,3.75,[2903-3103],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2014,98033,[2658-2908],[8851-9250],[900000-1000000)
14580,1523049207,20140805T000000,161000,4,2,[1697-1897],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[765-915],1954,98168,[1403-1653],[13251-13650],[100000-200000)
14581,2159800120,20150317T000000,801501,4,2.25,[2099-2299],[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1980,98007,[2658-2908],[13251-13650],[800000-900000)
14582,9510900270,20141211T000000,254000,3,2,[1898-2098],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[614-764],1969,98023,[1403-1653],[7651-8050],[200000-300000)
14583,930000425,20150301T000000,440000,3,1.75,[1496-1696],[5026-5776],1,0,OK,OK,Average Quality And Design,[790-1039],[463-613],1947,98177,[2407-2657],[6851-7250],[400000-500000)
14584,100600860,20150324T000000,237500,3,1.75,[893-1093],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1975,98023,[1152-1402],[7651-8050],[200000-300000)
14585,9136102680,20140923T000000,626500,3,1.75,[1496-1696],[2021-3523],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[614-764],1928,98103,[1403-1653],[3051-3250],[600000-700000)
14586,3319500628,20150212T000000,356999,3,1.5,[893-1093],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],NoBasement,1971,98144,[901-1151],[1451-1650],[300000-400000)
14587,7967650010,20150210T000000,339000,4,2.5,[2702-2902],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2001,98001,[2658-2908],[10051-10450],[300000-400000)
14588,2822059360,20140724T000000,253101,3,2,[1094-1294],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2009,98030,[1905-2155],[5651-6050],[200000-300000)
14589,1269200150,20150113T000000,358000,3,1.5,[1094-1294],[21510-37540],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1976,98070,[1654-1904],[13651-14050],[300000-400000)
14590,5706201470,20150428T000000,525000,3,2.25,[1898-2098],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1961,98027,[1905-2155],[13251-13650],[500000-600000)
14591,2790400380,20141201T000000,560000,3,2.5,[1898-2098],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1976,98052,[2407-2657],[12051-12450],[500000-600000)
14592,8669160270,20140710T000000,273500,3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2009,98002,[1905-2155],[3251-3450],[200000-300000)
14593,9578501030,20140729T000000,432500,4,2.5,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2014,98023,[2658-2908],[4851-5250],[400000-500000)
14594,5450300010,20140902T000000,572000,3,1.5,[1496-1696],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1951,98040,[1654-1904],[13251-13650],[500000-600000)
14595,9521100031,20140618T000000,690000,3,3.25,[1496-1696],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2013,98103,[1654-1904],[3251-3450],[600000-700000)
14596,6600490300,20150126T000000,230000,2,2,[1295-1495],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2004,98198,[1403-1653],[3451-3650],[200000-300000)
14597,8946390040,20140508T000000,375000,6,2.25,[3104-3304],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[3040-3289],NoBasement,2012,98032,[2407-2657],[5651-6050],[300000-400000)
14598,2484700015,20150327T000000,579000,4,1.5,[2300-2500],[5777-6527],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[916-1066],1955,98136,[1654-1904],[5651-6050],[500000-600000)
14599,7802900500,20150304T000000,532500,3,3.25,[3104-3304],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1369-1519],1984,98065,[1905-2155],[13251-13650],[500000-600000)
14600,1724069043,20140618T000000,739888,3,2.5,[2300-2500],[37541-54862],2,0,Excellent,Good,Good Quality And Desgin,[1540-1789],[614-764],1989,98075,[3662-3912],[8451-8850],[700000-800000)
14601,2724089019,20140523T000000,527550,1,0.75,[692-892],>=54863,1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1999,98065,[1403-1653],[13651-14050],[500000-600000)
14602,6791400070,20150126T000000,350000,3,2.5,[1898-2098],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2009,98042,[1654-1904],[12451-12850],[300000-400000)
14603,2558690150,20140707T000000,475000,5,2.5,[2501-2701],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[916-1066],1977,98034,[1654-1904],[8451-8850],[400000-500000)
14604,1509500080,20150317T000000,389950,3,2.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1994,98030,[2156-2406],[8051-8450],[300000-400000)
14605,727500030,20140715T000000,815000,3,1.5,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1955,98004,[1403-1653],[8451-8850],[800000-900000)
14606,7905400040,20140711T000000,206000,3,1.75,[1094-1294],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1968,98001,[1152-1402],[9651-10050],[200000-300000)
14607,5634500415,20140715T000000,431000,3,2.5,[1697-1897],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1996,98028,[1403-1653],[12051-12450],[400000-500000)
14608,3575303970,20140716T000000,340000,3,1,[893-1093],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1975,98074,[1152-1402],[7251-7650],[300000-400000)
14609,8159620260,20140711T000000,303000,4,2.25,[2501-2701],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1790-2039],[765-915],1976,98001,[1905-2155],[9651-10050],[300000-400000)
14610,3879901290,20150401T000000,874000,3,2.5,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2007,98119,[1403-1653],[1251-1450],[800000-900000)
14611,1460900030,20140926T000000,280000,4,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2004,98001,[2156-2406],[4451-4850],[200000-300000)
14612,4078300050,20150504T000000,780000,3,2.75,[2903-3103],[2021-3523],2,0,OK,Excellent,Average Quality And Design,[1790-2039],[765-915],1939,98125,[2156-2406],[7251-7650],[700000-800000)
14613,3879901285,20150326T000000,1.23E+06,3,2.5,[2501-2701],[1270-2020],3,0,Good,OK,Good Quality And Desgin,[1790-2039],[765-915],2007,98119,[1403-1653],[1251-1450],[1200000-1300000)
14614,3361401210,20141231T000000,209000,2,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1962,98168,[901-1151],[6051-6450],[200000-300000)
14615,4099501215,20140603T000000,713250,3,2,[1898-2098],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1951,98040,[2909-3159],[8851-9250],[700000-800000)
14616,7212651950,20140710T000000,350000,4,2.5,[2702-2902],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1993,98003,[1905-2155],[7651-8050],[300000-400000)
14617,2525000220,20150414T000000,370000,3,1.75,[1295-1495],[7279-8029],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1981,98059,[1654-1904],[8051-8450],[300000-400000)
14618,9178600560,20140623T000000,690000,2,1,[893-1093],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1907,98103,[1403-1653],[4451-4850],[600000-700000)
14619,8815400735,20140529T000000,680000,3,2.25,[2300-2500],[3524-4274],1.5,0,OK,Excellent,Average Quality And Design,[1290-1539],[765-915],1927,98115,[1654-1904],[3851-4050],[600000-700000)
14620,7893207925,20141022T000000,265000,3,1.5,[1094-1294],[6528-7278],1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1954,98198,[1152-1402],[6851-7250],[200000-300000)
14621,7147600070,20150323T000000,219950,3,1,[893-1093],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1957,98188,[901-1151],[10851-11250],[200000-300000)
14622,1219000473,20140626T000000,164950,3,1.75,[1496-1696],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1956,98166,[1152-1402],[13251-13650],[100000-200000)
14623,1723049567,20140730T000000,150000,3,1,[1295-1495],[21510-37540],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1979,98168,[901-1151],[13651-14050],[100000-200000)
14624,7852160170,20150422T000000,1.21E+06,4,3.75,>=4511,[14751-21509],2,0,Good,OK,Very High Quality and Design,>=4290,NoBasement,2006,98065,>=3913,[13651-14050],[1200000-1300000)
14625,5603700025,20141007T000000,732000,4,1.75,[2300-2500],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1974,98006,[2156-2406],[11651-12050],[700000-800000)
14626,9238901420,20150202T000000,442000,3,1,[1094-1294],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[790-1039],<=160,1941,98136,[1654-1904],[4851-5250],[400000-500000)
14627,5317100325,20150303T000000,883000,4,2.5,[2702-2902],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[614-764],1990,98112,[1403-1653],[6051-6450],[800000-900000)
14628,2260800110,20140513T000000,777000,3,3.25,[3506-3706],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[1067-1217],2003,98027,[2909-3159],[13651-14050],[700000-800000)
14629,6909200007,20140903T000000,620000,3,1.75,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],[463-613],2014,98144,[1403-1653],[2851-3050],[600000-700000)
14630,2619950490,20140712T000000,335000,3,2.25,[1496-1696],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2011,98019,[1905-2155],[4051-4450],[300000-400000)
14631,104510440,20140604T000000,219950,3,2.25,[1496-1696],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1984,98023,[1403-1653],[8451-8850],[200000-300000)
14632,4443800110,20140725T000000,456500,3,1,[1094-1294],[3524-4274],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1919,98117,[1152-1402],[4451-4850],[400000-500000)
14633,7137300040,20150504T000000,619000,5,3.5,[2903-3103],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2004,98144,[1403-1653],[1851-2050],[600000-700000)
14634,7625701830,20141023T000000,521000,3,2,[1697-1897],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[1790-2039],NoBasement,1908,98136,[1905-2155],[5651-6050],[500000-600000)
14635,1562100340,20140828T000000,295000,4,3,[2099-2299],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1964,98007,[2156-2406],[7651-8050],[200000-300000)
14636,3782760170,20150211T000000,480000,4,2.5,[2903-3103],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2011,98019,[2156-2406],[4051-4450],[400000-500000)
14637,6791200120,20140923T000000,480000,3,2.25,[1697-1897],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[463-613],1977,98075,[1905-2155],[13651-14050],[400000-500000)
14638,1370800825,20140823T000000,1.30E+06,4,2.25,[2702-2902],[5026-5776],2,0,Good,OK,Good Quality And Desgin,[2040-2289],[614-764],1933,98199,[2658-2908],[4851-5250],[1300000-1400000)
14639,9510970090,20141121T000000,637250,4,2.5,[2099-2299],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2005,98052,[1905-2155],[3451-3650],[600000-700000)
14640,2024059127,20150109T000000,908950,4,2.75,[2903-3103],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2014,98006,[2658-2908],[10051-10450],[900000-1000000)
14641,7234601445,20140623T000000,685000,2,1.5,[1295-1495],[1270-2020],1,0,OK,OK,Average Quality And Design,[1290-1539],NoBasement,1943,98122,[1152-1402],[1651-1850],[600000-700000)
14642,6821101275,20140821T000000,478000,2,1.75,[1898-2098],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[916-1066],1904,98199,[1403-1653],[5651-6050],[400000-500000)
14643,7525530670,20141112T000000,745000,4,2.5,[3104-3304],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1990,98075,[2909-3159],[10851-11250],[700000-800000)
14644,2719100115,20141104T000000,690000,3,2,[2300-2500],[5777-6527],2,0,Good,OK,Good Quality And Desgin,[1540-1789],[765-915],1926,98136,[1905-2155],[6051-6450],[600000-700000)
14645,4443800940,20150408T000000,485000,4,1.75,[1094-1294],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[312-462],1918,98117,[901-1151],[3851-4050],[400000-500000)
14646,7852150120,20140520T000000,384000,3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2003,98065,[1654-1904],[4051-4450],[300000-400000)
14647,5196410260,20150422T000000,1.00E+06,3,2.5,[3104-3304],[10283-11870],2,0,OK,OK,Good Quality And Desgin,[3040-3289],NoBasement,1991,98052,[2909-3159],[9651-10050],[1000000-1100000)
14648,2881700522,20150421T000000,438000,3,2.25,[1697-1897],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1961,98133,[1654-1904],[8051-8450],[400000-500000)
14649,7237450110,20140701T000000,417838,4,2.5,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2014,98038,[2407-2657],[4051-4450],[400000-500000)
14650,1023089228,20140717T000000,350000,3,1.75,[1094-1294],[11871-14750],1,0,OK,OK,Average Quality And Design,[1040-1289],NoBasement,1990,98045,[1152-1402],[13651-14050],[300000-400000)
14651,3999300290,20141016T000000,850000,3,3.5,[2501-2701],[10283-11870],2,0,Excellent,Good,Good Quality And Desgin,[2040-2289],[463-613],1977,98008,[2407-2657],[10451-10850],[800000-900000)
14652,1109000390,20150310T000000,420000,3,1.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[614-764],1920,98118,[1654-1904],[4851-5250],[400000-500000)
14653,5205000400,20141022T000000,299500,3,2.5,[1898-2098],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1989,98003,[2156-2406],[8451-8850],[200000-300000)
14654,3334000055,20150429T000000,585000,2,1.75,[1094-1294],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[161-311],1955,98118,[1403-1653],[6451-6850],[500000-600000)
14655,5490210320,20140627T000000,661500,5,2.5,[2300-2500],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[916-1066],1977,98052,[1905-2155],[8051-8450],[600000-700000)
14656,1332000110,20140725T000000,635000,4,2.5,[2300-2500],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1997,98053,[3160-3410],[13651-14050],[600000-700000)
14657,2095500040,20140613T000000,325000,3,2.5,[1898-2098],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1997,98030,[1905-2155],[6851-7250],[300000-400000)
14658,2623039018,20141027T000000,685000,4,1,[1496-1696],[14751-21509],1.5,1,Excellent,OK,Bad Quality And Design,[1290-1539],[161-311],1930,98166,[1654-1904],[13651-14050],[600000-700000)
14659,2791500270,20140522T000000,243500,4,2.5,[1898-2098],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1988,98023,[1905-2155],[7251-7650],[200000-300000)
14660,9510970520,20140616T000000,638000,3,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2005,98052,[2407-2657],[4051-4450],[600000-700000)
14661,6751300385,20150424T000000,575000,3,2,[1697-1897],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1956,98007,[1403-1653],[8851-9250],[500000-600000)
14662,9264930970,20150311T000000,345000,4,2.75,[2099-2299],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1987,98023,[2156-2406],[11651-12050],[300000-400000)
14663,796000085,20140923T000000,175000,4,1,[1094-1294],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1962,98168,[1152-1402],[8051-8450],[100000-200000)
14664,1423069076,20140926T000000,560000,3,2,[2702-2902],>=54863,1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[1520-1670],1980,98027,[2658-2908],[13651-14050],[500000-600000)
14665,3330501545,20141201T000000,330000,2,1,[893-1093],[2021-3523],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1909,98118,[1152-1402],[4051-4450],[300000-400000)
14666,8127700820,20141211T000000,640000,3,2,[1295-1495],[4275-5025],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1926,98199,[1654-1904],[4851-5250],[600000-700000)
14667,6116500075,20150326T000000,673000,4,2.5,[2903-3103],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2002,98166,[1905-2155],[13651-14050],[600000-700000)
14668,3629910370,20150410T000000,650000,3,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2003,98029,[2156-2406],[3451-3650],[600000-700000)
14669,7852190580,20150210T000000,565000,3,2.5,[2501-2701],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2004,98065,[2658-2908],[6051-6450],[500000-600000)
14670,5126310110,20140722T000000,540000,4,2.5,[2501-2701],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2005,98059,[2658-2908],[7251-7650],[500000-600000)
14671,1982201345,20140502T000000,440000,2,1,[692-892],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1944,98107,[901-1151],[4051-4450],[400000-500000)
14672,3336500140,20140919T000000,208800,3,2.5,[1295-1495],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2009,98118,[1152-1402],[2251-2450],[200000-300000)
14673,2436700280,20140528T000000,840000,4,1.75,[2300-2500],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[916-1066],1924,98105,[1905-2155],[3851-4050],[800000-900000)
14674,2516000475,20140929T000000,455000,2,1,[893-1093],[4275-5025],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1917,98107,[1403-1653],[4851-5250],[400000-500000)
14675,8928100205,20150331T000000,725000,3,2,[1697-1897],[5777-6527],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[765-915],1945,98115,[1654-1904],[6051-6450],[700000-800000)
14676,5101400871,20150524T000000,445500,2,1.75,[1295-1495],[6528-7278],1,0,Very Poor,OK,Bad Quality And Design,[540-789],[614-764],1941,98115,[901-1151],[6051-6450],[400000-500000)
14677,3750606890,20140626T000000,220000,3,1.5,[1496-1696],[14751-21509],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1981,98001,[1654-1904],[13651-14050],[200000-300000)
14678,5104510720,20141210T000000,360000,4,2.5,[1898-2098],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2003,98038,[1905-2155],[5251-5650],[300000-400000)
14679,3034200516,20150217T000000,547000,2,1,[1295-1495],[9532-10282],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1922,98133,[1403-1653],[8451-8850],[500000-600000)
14680,6143000020,20150406T000000,299000,3,1.75,[1898-2098],[14751-21509],1.5,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1963,98001,[1654-1904],[13651-14050],[200000-300000)
14681,3622069114,20140909T000000,655000,4,3.5,[3305-3505],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2004,98010,[3411-3661],[13651-14050],[600000-700000)
14682,7715800570,20150413T000000,385000,3,2,[893-1093],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1982,98074,[1403-1653],[8851-9250],[300000-400000)
14683,8078550610,20150120T000000,279000,4,2.75,[2099-2299],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[765-915],1987,98031,[1403-1653],[6851-7250],[200000-300000)
14684,2755200040,20140712T000000,492000,2,1,[1094-1294],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],[312-462],1922,98115,[1152-1402],[5251-5650],[400000-500000)
14685,2323069022,20150115T000000,390000,2,1,[1697-1897],>=54863,1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1947,98027,[2156-2406],[13651-14050],[300000-400000)
14686,342000570,20140909T000000,429000,2,1,[893-1093],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1922,98122,[2156-2406],[4451-4850],[400000-500000)
14687,9264901490,20150428T000000,335000,4,2.25,[3104-3304],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1978,98023,[1905-2155],[7651-8050],[300000-400000)
