pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
17348,8682310310,2,2,[1697-1897],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2010,98053,[1654-1904],[5651-6050],[500000-600000)
17349,3305100230,4,2.5,[3104-3304],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2008,98033,[3160-3410],[8451-8850],[800000-900000)
17350,5111400086,3,1,[1094-1294],[37541-54862],1,0,Very Poor,Excellent,Bad Quality And Design,[1040-1289],NoBasement,1945,98038,[1654-1904],[13651-14050],[100000-200000)
17351,1112700010,3,2.25,[1496-1696],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1979,98034,[1403-1653],[9251-9650],[300000-400000)
17352,7510700030,3,2.5,>=4511,[14751-21509],2,0,Very Poor,Good,Good Quality And Desgin,[3790-4039],[614-764],1986,98074,[2156-2406],[13651-14050],[600000-700000)
17353,6891800360,3,2.5,[2501-2701],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1989,98028,[2658-2908],[10051-10450],[600000-700000)
17354,7304301005,3,1,[893-1093],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1947,98155,[1152-1402],[10851-11250],[300000-400000)
17355,3364900156,1,1,<=691,[2021-3523],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1900,98115,[901-1151],[3451-3650],[300000-400000)
17356,521049227,4,4,>=4511,[9532-10282],2,0,Good,OK,Good Quality And Desgin,>=4290,[1218-1368],2011,98003,[3662-3912],[9651-10050],[900000-1000000)
17357,1612500155,4,1.5,[2099-2299],[6528-7278],1.5,0,Very Poor,OK,Bad Quality And Design,[2040-2289],NoBasement,1919,98030,[1403-1653],[6851-7250],[200000-300000)
17358,8925100390,3,1.75,[1898-2098],[8781-9531],1,0,Poor,Good,Good Quality And Desgin,[1290-1539],[463-613],1941,98115,[2658-2908],[9251-9650],[1000000-1100000)
17359,923049203,4,2.5,[1898-2098],[21510-37540],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2011,98168,[1905-2155],[13651-14050],[300000-400000)
17360,5416500660,4,2.5,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2005,98038,[2658-2908],[4451-4850],[400000-500000)
17361,8682280970,2,2,[1898-2098],[5026-5776],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2005,98053,[1654-1904],[5251-5650],[500000-600000)
17362,1321710030,3,2.5,[2501-2701],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1990,98023,[2407-2657],[8051-8450],[300000-400000)
17363,7298050090,4,4,[3506-3706],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1992,98023,[3160-3410],[10851-11250],[500000-600000)
17364,1761300340,3,2,[1295-1495],[6528-7278],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1975,98031,[1403-1653],[6851-7250],[200000-300000)
17365,9558000100,5,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2001,98058,[2407-2657],[4451-4850],[400000-500000)
17366,9527300200,4,2.75,[2099-2299],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2004,98072,[2156-2406],[3451-3650],[400000-500000)
17367,8121101380,3,1,[1295-1495],[4275-5025],1,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1919,98144,[1654-1904],[4451-4850],[400000-500000)
17368,3751604653,3,1,[1295-1495],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1969,98001,[1654-1904],[13651-14050],[200000-300000)
17369,7853220120,4,2.5,[2903-3103],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2004,98065,[3160-3410],[8451-8850],[600000-700000)
17370,2722049246,3,2,[1496-1696],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1995,98032,[1403-1653],[8851-9250],[200000-300000)
17371,7691800130,3,2.5,[2702-2902],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2002,98075,[2407-2657],[6451-6850],[600000-700000)
17372,3575305452,4,2.25,[2099-2299],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2013,98074,[1654-1904],[7251-7650],[600000-700000)
17373,9268850040,3,2.25,[1496-1696],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],<=160,2009,98027,[1403-1653],[1051-1250],[400000-500000)
17374,3459600180,4,2.5,[3104-3304],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[1218-1368],1977,98006,[2658-2908],[10051-10450],[800000-900000)
17375,9834200365,3,2,[1898-2098],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[916-1066],1921,98144,[1152-1402],[4051-4450],[600000-700000)
17376,2568200140,5,2.5,[2903-3103],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2006,98052,[2909-3159],[6451-6850],[700000-800000)
17377,7773800015,4,2.25,[2300-2500],[10283-11870],1,0,OK,Good,Good Quality And Desgin,[1540-1789],[765-915],1952,98146,[2156-2406],[8451-8850],[700000-800000)
17378,1853500130,4,2.5,[2300-2500],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1994,98188,[2156-2406],[8851-9250],[300000-400000)
17379,7986400305,5,2.75,[1697-1897],[4275-5025],2,0,Very Poor,Good,Average Quality And Design,[1540-1789],<=160,1939,98107,[1654-1904],[4451-4850],[700000-800000)
17380,6646200280,4,2.5,[2300-2500],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1990,98074,[2407-2657],[10851-11250],[500000-600000)
17381,7950700110,3,1.75,[1094-1294],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1969,98092,[1403-1653],[10051-10450],[200000-300000)
17382,2617300200,5,3,[3305-3505],>=54863,1,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],[1067-1217],1976,98027,[1905-2155],[13651-14050],[500000-600000)
17383,225039175,5,3,[2300-2500],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,1994,98117,[901-1151],[5251-5650],[500000-600000)
17384,7202270440,4,2.5,[2702-2902],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[2540-2789],NoBasement,2001,98053,[2658-2908],[4851-5250],[600000-700000)
17385,3831250130,3,2.5,[2300-2500],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2011,98030,[2156-2406],[5651-6050],[300000-400000)
17386,3521069150,3,2.5,[2300-2500],>=54863,1,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1996,98022,[3160-3410],[13651-14050],[400000-500000)
17387,3629700090,3,3,[2099-2299],[1270-2020],2.5,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[312-462],2013,98027,[2156-2406],[1251-1450],[600000-700000)
17388,1760651000,3,2.25,[1295-1495],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2012,98042,[1403-1653],[3651-3850],[200000-300000)
17389,8731950080,4,2.25,[2903-3103],[9532-10282],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1369-1519],1977,98023,[2658-2908],[8051-8450],[400000-500000)
17390,9129100040,4,3.25,[3305-3505],[8030-8780],3,0,Very Poor,OK,Very High Quality and Design,[2790-3039],[312-462],2008,98103,[1654-1904],[5651-6050],[1000000-1100000)
17391,2391602250,4,1.5,[1697-1897],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1947,98116,[901-1151],[5651-6050],[400000-500000)
17392,6411600411,2,1,[692-892],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[540-789],NoBasement,1951,98125,[1152-1402],[6851-7250],[200000-300000)
17393,8712100790,4,1.5,[2501-2701],[5026-5776],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1910,98112,[1905-2155],[4051-4450],[900000-1000000)
17394,6668900010,2,1,[692-892],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1949,98155,[1152-1402],[8051-8450],[200000-300000)
17395,9358001566,2,2.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[312-462],2008,98126,[1403-1653],[2451-2650],[400000-500000)
17396,7266200085,5,1.75,[2300-2500],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],[916-1066],1927,98115,[1905-2155],[3651-3850],[700000-800000)
17397,1523300157,2,0.75,[893-1093],<=1269,2,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,2008,98144,[901-1151],[1251-1450],[300000-400000)
17398,7129302685,3,2,[1898-2098],[4275-5025],2,0,OK,OK,Good Quality And Desgin,[1790-2039],NoBasement,1999,98118,[1403-1653],[4851-5250],[600000-700000)
17399,1025059186,3,1.75,[1898-2098],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[916-1066],1978,98052,[1403-1653],[9651-10050],[400000-500000)
17400,4168000110,3,1,[893-1093],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1962,98023,[1152-1402],[10051-10450],[200000-300000)
17401,4215100060,3,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2006,98031,[2407-2657],[4851-5250],[300000-400000)
17402,5412310170,3,1.75,[1094-1294],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1983,98030,[1403-1653],[7251-7650],[100000-200000)
17403,2855000110,3,2.5,[2099-2299],[5777-6527],2,0,OK,OK,Good Quality And Desgin,[2040-2289],NoBasement,2010,98198,[2156-2406],[7251-7650],[300000-400000)
17404,7811210200,4,2.25,[1697-1897],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[312-462],1972,98005,[2156-2406],[10851-11250],[500000-600000)
17405,8562790760,4,3.5,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[765-915],2009,98027,[2156-2406],[2651-2850],[700000-800000)
17406,625049286,3,1,[1496-1696],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1950,98103,[1403-1653],[4851-5250],[600000-700000)
17407,7663700968,7,4.5,[4109-4309],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[2040-2289],>= 1671,1978,98125,[1403-1653],[1851-2050],[500000-600000)
17408,7560000070,3,3.5,[2300-2500],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],[312-462],2000,98005,[2407-2657],[2451-2650],[700000-800000)
17409,8563000520,4,2.25,[1898-2098],[7279-8029],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[614-764],1966,98008,[1654-1904],[8051-8450],[500000-600000)
17410,1825079086,4,2.5,[2903-3103],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1996,98053,[2407-2657],[13651-14050],[700000-800000)
17411,1126059170,4,2.25,[2300-2500],[21510-37540],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1977,98072,>=3913,[13651-14050],[700000-800000)
17412,5535600110,4,2.5,[2903-3103],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2003,98019,[2909-3159],[8851-9250],[500000-600000)
17413,7645900235,6,2.5,[2501-2701],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[765-915],1922,98126,[1905-2155],[3651-3850],[800000-900000)
17414,924069106,4,2,[1295-1495],[10283-11870],1.5,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1947,98075,[2658-2908],[13651-14050],[800000-900000)
17415,3052700419,3,2.5,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2007,98117,[1403-1653],[1451-1650],[400000-500000)
17416,1446800660,4,1.75,[1295-1495],[6528-7278],1.5,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1942,98168,[901-1151],[8451-8850],[200000-300000)
17417,8653600050,3,1.75,[1697-1897],[21510-37540],1.5,0,Excellent,Excellent,Bad Quality And Design,[1790-2039],NoBasement,1908,98074,[2658-2908],[13651-14050],[500000-600000)
17418,3332000615,3,1,[1295-1495],[3524-4274],1.5,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1903,98118,[1152-1402],[4851-5250],[300000-400000)
17419,1646502355,4,3.25,[2903-3103],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[614-764],2014,98117,[1403-1653],[4051-4450],[1200000-1300000)
17420,7100000110,3,1,[1496-1696],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1948,98146,[1152-1402],[8051-8450],[300000-400000)
17421,1895450230,3,2.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2004,98023,[2156-2406],[7651-8050],[300000-400000)
17422,1041440360,4,2.5,[1898-2098],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2013,98092,[1905-2155],[3651-3850],[200000-300000)
17423,9523102580,3,2.75,[1898-2098],[2021-3523],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[463-613],1926,98103,[1905-2155],[4851-5250],[500000-600000)
17424,117000001,4,4.25,[1898-2098],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1940,98116,[1905-2155],[5651-6050],[500000-600000)
17425,3342100569,3,2.5,[2501-2701],[6528-7278],2,0,Good,OK,Good Quality And Desgin,[2540-2789],NoBasement,2013,98056,[2407-2657],[6851-7250],[900000-1000000)
17426,5700003280,6,2.5,[3506-3706],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1925,98144,[2909-3159],[6051-6450],[800000-900000)
17427,9407102360,3,1.75,[1094-1294],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1979,98045,[1403-1653],[9651-10050],[300000-400000)
17428,847100047,4,2.75,[3104-3304],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2012,98059,[2658-2908],[8451-8850],[500000-600000)
17429,2623089141,4,2.5,[2099-2299],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1998,98045,[1905-2155],[13651-14050],[400000-500000)
17430,126059005,5,3,[2099-2299],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[916-1066],1971,98072,[2156-2406],[13651-14050],[500000-600000)
17431,3782760040,3,3.25,[2702-2902],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2009,98019,[1654-1904],[4051-4450],[400000-500000)
17432,1136100045,2,1.75,[2099-2299],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1970,98072,[2156-2406],[13651-14050],[400000-500000)
17433,8948500025,4,2.5,[2300-2500],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[1067-1217],1958,98056,[1152-1402],[8051-8450],[300000-400000)
17434,1796360990,3,1.75,[1094-1294],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1981,98042,[1152-1402],[7651-8050],[200000-300000)
17435,1683900040,3,2.25,[1295-1495],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1997,98106,[1403-1653],[4851-5250],[300000-400000)
17436,324069112,4,4,[4310-4510],[14751-21509],2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,2013,98075,[3411-3661],[13651-14050],[1300000-1400000)
17437,9476200485,4,1,[1496-1696],[8030-8780],1,0,OK,Good,Bad Quality And Design,[1040-1289],[312-462],1943,98056,[901-1151],[7251-7650],[200000-300000)
17438,3798000165,3,1,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1962,98011,[1905-2155],[8851-9250],[400000-500000)
17439,6163901271,2,1,[893-1093],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1947,98155,[1403-1653],[8451-8850],[300000-400000)
17440,3526039193,4,3,[2903-3103],[7279-8029],1,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],[1067-1217],1970,98117,[2156-2406],[7651-8050],[800000-900000)
17441,7899800857,2,2,[893-1093],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[540-789],[312-462],2008,98106,[901-1151],[851-1050],[200000-300000)
17442,7524950830,3,1.75,[1697-1897],[7279-8029],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1983,98027,[2156-2406],[7251-7650],[500000-600000)
17443,6021503840,3,1,[1496-1696],[4275-5025],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1926,98117,[1152-1402],[3851-4050],[700000-800000)
17444,425000065,2,1,[1094-1294],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1958,98056,[901-1151],[5651-6050],[100000-200000)
17445,7387500195,4,1,[1697-1897],[5026-5776],1.5,0,Very Poor,OK,Bad Quality And Design,[1790-2039],NoBasement,1947,98106,[901-1151],[5251-5650],[300000-400000)
17446,3750603685,3,1.5,[1898-2098],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[614-764],1969,98001,[1152-1402],[13651-14050],[200000-300000)
17447,7104100065,2,2,[1094-1294],[3524-4274],2,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],NoBasement,1918,98136,[1403-1653],[5251-5650],[400000-500000)
17448,98030630,5,3.75,[3707-3907],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2005,98075,[3411-3661],[7251-7650],[800000-900000)
17449,7605800050,3,2.5,[2702-2902],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1998,98005,[2156-2406],[5651-6050],[1000000-1100000)
17450,2781280310,3,2.5,[1697-1897],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2005,98055,[1403-1653],[2651-2850],[200000-300000)
17451,8857600680,5,1.5,[1496-1696],[7279-8029],1.5,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1961,98032,[1654-1904],[7651-8050],[200000-300000)
17452,3622069050,3,1,[1496-1696],[9532-10282],1.5,0,Very Poor,Excellent,Bad Quality And Design,[1540-1789],NoBasement,1922,98010,[1152-1402],[9251-9650],[200000-300000)
17453,1328300040,6,1.75,[2501-2701],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[1067-1217],1977,98058,[1654-1904],[7651-8050],[300000-400000)
17454,2481630180,4,2.25,[3305-3505],>=54863,2,0,Very Poor,Excellent,Good Quality And Desgin,[3290-3539],NoBasement,1924,98072,[3662-3912],[13651-14050],[1100000-1200000)
17455,4083300070,4,2.5,[2300-2500],[2021-3523],1.5,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[614-764],1910,98103,[1654-1904],[3051-3250],[800000-900000)
17456,1022069050,3,1.75,[1094-1294],[14751-21509],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1958,98038,[1403-1653],[13651-14050],[200000-300000)
17457,868000175,4,1.5,[2300-2500],[8030-8780],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[916-1066],1950,98177,[1905-2155],[7651-8050],[800000-900000)
17458,6430500238,4,1.5,[1496-1696],[2021-3523],2,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],<=160,1929,98103,[1403-1653],[3651-3850],[600000-700000)
17459,2324039100,4,2.75,[2300-2500],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[614-764],1960,98126,[1905-2155],[6051-6450],[500000-600000)
17460,6204050080,3,2.5,[3104-3304],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],[463-613],2006,98011,[2658-2908],[12451-12850],[500000-600000)
17461,6383000150,3,1,[1496-1696],[5777-6527],1,0,Good,Good,Good Quality And Desgin,[1540-1789],NoBasement,1954,98117,[1905-2155],[5651-6050],[500000-600000)
17462,3026059361,2,2.5,[1697-1897],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[161-311],2007,98034,[1905-2155],[10451-10850],[400000-500000)
17463,8731990090,4,2.75,[2903-3103],[21510-37540],1,0,Good,Good,Good Quality And Desgin,[1540-1789],[1218-1368],1978,98023,[2909-3159],[9651-10050],[500000-600000)
17464,8035600290,4,2.5,[2300-2500],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1990,98031,[2156-2406],[7651-8050],[300000-400000)
17465,1604601855,3,1,[893-1093],[5777-6527],1,0,Good,OK,Bad Quality And Design,[790-1039],NoBasement,1974,98118,[901-1151],[4451-4850],[300000-400000)
17466,8832900360,3,1.75,[2099-2299],[10283-11870],1,0,Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1956,98028,[2658-2908],[12051-12450],[700000-800000)
17467,3205500160,4,1,[1898-2098],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1973,98034,[1403-1653],[7251-7650],[500000-600000)
17468,257000038,4,1.75,[2099-2299],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1965,98168,[1654-1904],[11251-11650],[200000-300000)
17469,9187200245,4,1.5,[1094-1294],[2021-3523],1,0,Very Poor,Very Poor,Average Quality And Design,[1040-1289],NoBasement,1919,98122,[1905-2155],[3851-4050],[400000-500000)
17470,7148200040,4,2,[1094-1294],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1957,98188,[1152-1402],[8451-8850],[100000-200000)
17471,4399200085,4,2.25,[2501-2701],[9532-10282],1,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1967,98002,[1654-1904],[9651-10050],[300000-400000)
17472,2767704649,2,2.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],<=160,2007,98107,[1403-1653],[4851-5250],[400000-500000)
17473,8078350520,3,2.5,[1898-2098],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1988,98029,[2156-2406],[7251-7650],[500000-600000)
17474,7806210190,4,1.75,[1496-1696],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[463-613],1977,98002,[1654-1904],[8851-9250],[200000-300000)
17475,3629160060,4,2.75,[3305-3505],[7279-8029],1,0,OK,Excellent,Good Quality And Desgin,[2040-2289],[1218-1368],1977,98056,[2407-2657],[7251-7650],[700000-800000)
17476,236400130,3,2.5,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1959,98188,[1152-1402],[8051-8450],[200000-300000)
17477,3271800850,3,1.75,[2300-2500],[5777-6527],1,0,Good,Good,Good Quality And Desgin,[1290-1539],[1067-1217],1945,98199,[2407-2657],[5651-6050],[700000-800000)
17478,6632300207,3,2.5,[1496-1696],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2006,98125,[1403-1653],[1451-1650],[300000-400000)
17479,6413600151,3,2,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1985,98125,[1654-1904],[6851-7250],[400000-500000)
17480,5249802520,5,2.75,[2099-2299],[6528-7278],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],[916-1066],1955,98118,[1654-1904],[6851-7250],[400000-500000)
17481,5151600390,4,1.75,[2099-2299],[11871-14750],1,0,Poor,Good,Good Quality And Desgin,[1290-1539],[765-915],1957,98003,[2407-2657],[12451-12850],[300000-400000)
17482,9138100350,4,2,[2099-2299],[5777-6527],1.5,0,Good,Excellent,Average Quality And Design,[2290-2539],NoBasement,1900,98115,[1905-2155],[3051-3250],[600000-700000)
17483,5003600240,4,2.5,[1898-2098],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2000,98030,[2156-2406],[6051-6450],[200000-300000)
17484,4307300520,4,2.5,[2099-2299],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2002,98056,[2156-2406],[4451-4850],[300000-400000)
17485,9211010330,4,2.5,[3305-3505],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2009,98059,[2909-3159],[6051-6450],[500000-600000)
17486,3885802134,4,2.5,[2501-2701],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2013,98033,[1654-1904],[5651-6050],[800000-900000)
17487,1220000371,3,2.5,[1697-1897],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[161-311],2008,98166,[1654-1904],[6851-7250],[300000-400000)
17488,646910560,3,2.5,[1697-1897],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2005,98055,[1403-1653],[1651-1850],[200000-300000)
17489,1565950230,3,2.5,[2099-2299],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1994,98055,[2156-2406],[7251-7650],[300000-400000)
17490,6624030050,3,2.5,[2099-2299],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1999,98031,[1905-2155],[13651-14050],[300000-400000)
17491,2423059104,3,2,[1898-2098],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1979,98058,[1654-1904],[13651-14050],[300000-400000)
17492,7202330370,3,2.25,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2003,98053,[1403-1653],[3051-3250],[400000-500000)
17493,2296700260,3,2.5,[1697-1897],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1969,98034,[1654-1904],[7251-7650],[400000-500000)
17494,8024200625,3,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1941,98115,[1152-1402],[5651-6050],[400000-500000)
17495,4021100045,3,2,[2300-2500],[14751-21509],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[161-311],1934,98155,[1905-2155],[13651-14050],[500000-600000)
17496,3395040920,3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2000,98108,[1403-1653],[3251-3450],[300000-400000)
17497,2937300550,5,4,[4109-4309],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[4040-4289],NoBasement,2014,98052,[3411-3661],[6051-6450],[1000000-1100000)
17498,7855600730,4,2.75,[3104-3304],[8781-9531],1,0,OK,Excellent,Good Quality And Desgin,[1540-1789],[1520-1670],1961,98006,[2407-2657],[9251-9650],[900000-1000000)
17499,824059305,5,4,>=4511,[10283-11870],2,0,Poor,OK,Very High Quality and Design,>=4290,[1369-1519],1988,98004,[2909-3159],[13251-13650],[2200000-2300000)
